name,poster,quote,ranking,reviews_num,score
忠犬八公物语,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2297934945.jpg,养狗三日，便会对你终其一生。,193,64268,9.0
再次出发之纽约遇见你,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg,爱我就给我看你的播放列表。,194,181714,8.5
青蛇,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p584021784.jpg,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,195,234045,8.4
碧海蓝天,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455722535.jpg,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。,196,111039,8.7
阿飞正传,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p924558512.jpg,王家卫是一种风格，张国荣是一个代表。,197,195389,8.5
东京物语,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910832390.jpg,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,198,54249,9.2
哪吒闹海,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1945506312.jpg,想你时你在闹海。,199,85560,8.9
秒速5厘米,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p982896012.jpg,青春就是放弃和怀念。,200,315477,8.3
末路狂花,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p794583044.jpg,没有了退路，只好飞向自由。,201,110740,8.7
模仿游戏,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,202,270541,8.6
源代码,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,203,427733,8.3
终结者2：审判日,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg,少见的超越首部的续集，动作片中的经典。,204,148476,8.6
海盗电台,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p769608791.jpg,生命不止，摇滚不死。,205,170894,8.6
绿里奇迹,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,天使暂时离开。,206,112060,8.7
一个叫欧维的男人决定去死,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,惠及一生的美丽。,207,128873,8.7
黑客帝国3：矩阵革命,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,208,164616,8.5
新龙门客栈,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg,嬉笑怒骂，调风动月。,209,194247,8.5
你的名字。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,210,503674,8.4
勇闯夺命岛,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p636048104.jpg,类型片的极致。 ,211,148188,8.5
这个男人来自地球,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513303986.jpg,科幻真正的魅力不是视觉效果能取代的。 ,212,192053,8.5
卡萨布兰卡,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244791866.jpg,世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。,213,130493,8.6
城市之光,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2099815842.jpg,永远的小人物，伟大的卓别林。,214,46968,9.2
变脸,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173855883.jpg,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯,215,223428,8.4
无耻混蛋,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p770734475.jpg,昆汀同学越来越变态了，比北野武还杜琪峰。,216,233611,8.4
初恋这件小事,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,黑小鸭速效美白记。,217,484466,8.3
发条橙,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p529908155.jpg,我完全康复了。,218,194075,8.4
E.T. 外星人,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p984732992.jpg,生病的E.T.皮肤的颜色就像柿子饼。,219,160963,8.5
荒野生存,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p465687407.jpg,出门必备：本草纲目。,220,133161,8.6
黄金三镖客,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2101693489.jpg,最棒的西部片。,221,54329,9.1
无人知晓,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg,我的平常生活就是他人的幸福。,222,62693,9.0
迁徙的鸟,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2238274168.jpg,最美的飞翔。,223,53437,9.1
美国丽人,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p571671715.jpg,每个人的内心都是深不可测的大海。 ,224,193566,8.4
爱在午夜降临前,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,225,123018,8.8
英国病人,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2408623752.jpg,"In memory, love lives forever...",226,179745,8.4
燕尾蝶,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p532195562.jpg,现实与童话交相辉映的旅程。,227,110977,8.6
疯狂的石头,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,中国版《两杆大烟枪》。,228,332033,8.3
非常嫌疑犯,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p470383576.jpg,我不信仰上帝，但我敬畏上帝。,229,121740,8.6
无敌破坏王,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg,迪士尼和皮克斯拿错剧本的产物。,230,192241,8.6
叫我第一名,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p628364149.jpg,乐观比一切都有力量。,231,113211,8.6
勇士,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1145536386.jpg,热血沸腾，相当完美的娱乐拳击大餐。,232,90983,8.9
穆赫兰道,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792248233.jpg,大卫·林奇的梦境迷宫。,233,244868,8.3
步履不停,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p672446737.jpg,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,234,79964,8.8
国王的演讲,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p768879237.jpg,皇上无话儿。,235,355189,8.3
血钻,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,每个美丽事物背后都是滴血的现实。,236,139514,8.5
彗星来的那一夜,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2187896711.jpg,小成本大魅力。,237,190158,8.4
上帝也疯狂,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2173719647.jpg,纯净原始的笑与感动。,238,99852,8.6
枪火,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1538646661.jpg,一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。,239,104425,8.6
聚焦,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263822658.jpg,,240,134057,8.8
大卫·戈尔的一生,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2186861098.jpg,捍卫人权只是信仰，一点不妨碍其行为的残忍。,241,98371,8.6
遗愿清单,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p708613284.jpg,用剩余不多的时间，去燃烧整个生命。,242,135824,8.5
我爱你,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg,你要相信，这世上真的有爱存在，不管在什么年纪 ,243,60743,9.0
蓝色大门,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p584822570.jpg,青春的窃窃私语。 ,244,280531,8.3
千钧一发,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg,一部能引人思考的科幻励志片。,245,90502,8.7
荒岛余生,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2207673537.jpg,一个人的独角戏。,246,140766,8.5
黑鹰坠落,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910900710.jpg,还原真实而残酷的战争。,247,121453,8.5
爱·回家,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2107418134.jpg,献给所有外婆的电影。,248,49262,9.0
海街日记,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2232247487.jpg,,249,134317,8.6
麦兜故事,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p804938713.jpg,麦兜是一只很哲学的猪。 ,250,132788,8.5
